hgnc_id	symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
HGNC:55065	ACTBP15	ACTB pseudogene 15	391334	ENSG00000213857	
HGNC:56590	ACTBP16	ACTB pseudogene 16	100132223	ENSG00000241473	
HGNC:143	ACTC1	actin alpha cardiac muscle 1	70	ENSG00000159251	P68032
HGNC:51491	ACTE1P	actin epsilon 1, pseudogene	399923	ENSG00000172900	
HGNC:144	ACTG1	actin gamma 1	71	ENSG00000184009	P63261
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	73	ENSG00000178631	
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	74	ENSG00000229129	
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	75	ENSG00000215388	
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	648740	ENSG00000236085	
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	78		
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	79		
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	80		
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	82	ENSG00000229349	
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	83	ENSG00000231340	
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	414754	ENSG00000229465	
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	100418921	ENSG00000226642	
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	100418920	ENSG00000241305	
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	100418910	ENSG00000230581	
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	100418951	ENSG00000259904	
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	100418960	ENSG00000260298	
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	283693	ENSG00000259315	
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	100418924	ENSG00000218475	
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	644160	ENSG00000237999	
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	644961	ENSG00000241547	
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	100131291	ENSG00000232672	
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	100131953	ENSG00000271615	
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	442097	ENSG00000230362	
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	441783	ENSG00000226359	
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	148709	ENSG00000234996	
HGNC:145	ACTG2	actin gamma 2, smooth muscle	72	ENSG00000163017	P63267
HGNC:24124	ACTL6A	actin like 6A	86	ENSG00000136518	O96019
HGNC:160	ACTL6B	actin like 6B	51412	ENSG00000077080	O94805
HGNC:161	ACTL7A	actin like 7A	10881	ENSG00000187003	Q9Y615
HGNC:162	ACTL7B	actin like 7B	10880	ENSG00000148156	Q9Y614
HGNC:24018	ACTL8	actin like 8	81569	ENSG00000117148	Q9H568
HGNC:28494	ACTL9	actin like 9	284382	ENSG00000181786	Q8TC94
HGNC:16127	ACTL10	actin like 10	170487	ENSG00000288649	Q5JWF8
HGNC:44626	ACTL11P	actin like 11, pseudogene	389120	ENSG00000234667	
HGNC:24758	ACTMAP	actin maturation protease	284325	ENSG00000188493	Q5BKX5
HGNC:163	ACTN1	actinin alpha 1	87	ENSG00000072110	P12814
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	161159	ENSG00000259062	
HGNC:164	ACTN2	actinin alpha 2	88	ENSG00000077522	P35609
HGNC:165	ACTN3	actinin alpha 3	89	ENSG00000248746	Q08043
HGNC:58248	ACTN3-AS1	ACTN3 antisense RNA 1		ENSG00000250105	
HGNC:166	ACTN4	actinin alpha 4	81	ENSG00000130402	O43707
HGNC:58572	ACTN4-AS1	ACTN4 antisense RNA 1		ENSG00000267375	
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	344978	ENSG00000213493	
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	391026	ENSG00000214141	
HGNC:51621	ACTP1	actin family pseudogene 1	106480335	ENSG00000229890	
HGNC:167	ACTR1A	actin related protein 1A	10121	ENSG00000138107	P61163
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	100287074	ENSG00000233370	
HGNC:168	ACTR1B	actin related protein 1B	10120	ENSG00000115073	P42025
HGNC:169	ACTR2	actin related protein 2	10097	ENSG00000138071	P61160
HGNC:56978	ACTR2P1	ACTR2 pseudogene 1	100421614	ENSG00000224334	
HGNC:57006	ACTR2P2	ACTR2 pseudogene 2	284441	ENSG00000213985	
HGNC:170	ACTR3	actin related protein 3	10096	ENSG00000115091	P61158
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	101060091	ENSG00000228857	
HGNC:17256	ACTR3B	actin related protein 3B	57180	ENSG00000133627	Q9P1U1
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	643050	ENSG00000270242	
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	440888	ENSG00000226481	
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	647156	ENSG00000260327	
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	777774	ENSG00000249283	
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	399746	ENSG00000227264	
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	644773	ENSG00000280263	
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7	100289004	ENSG00000226444	
HGNC:37282	ACTR3C	actin related protein 3C	653857	ENSG00000106526	Q9C0K3
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	100288580		
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	100129013	ENSG00000232267	
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	100128020	ENSG00000242573	
HGNC:14671	ACTR5	actin related protein 5	79913	ENSG00000101442	Q9H9F9
HGNC:24025	ACTR6	actin related protein 6	64431	ENSG00000075089	Q9GZN1
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	100421495	ENSG00000248915	
HGNC:14672	ACTR8	actin related protein 8	93973	ENSG00000113812	Q9H981
HGNC:17372	ACTR10	actin related protein 10	55860	ENSG00000131966	Q9NZ32
HGNC:24027	ACTRT1	actin related protein T1	139741	ENSG00000123165	Q8TDG2
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	100128268	ENSG00000235239	
HGNC:24026	ACTRT2	actin related protein T2	140625	ENSG00000169717	Q8TDY3
HGNC:24022	ACTRT3	actin related protein T3	84517	ENSG00000184378	Q9BYD9
HGNC:171	ACVR1	activin A receptor type 1	90	ENSG00000115170	Q04771
HGNC:172	ACVR1B	activin A receptor type 1B	91	ENSG00000135503	P36896
HGNC:18123	ACVR1C	activin A receptor type 1C	130399	ENSG00000123612	Q8NER5
HGNC:173	ACVR2A	activin A receptor type 2A	92	ENSG00000121989	P27037
HGNC:174	ACVR2B	activin A receptor type 2B	93	ENSG00000114739	Q13705
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	100128640	ENSG00000229589	
HGNC:175	ACVRL1	activin A receptor like type 1	94	ENSG00000139567	P37023
HGNC:177	ACY1	aminoacylase 1	95	ENSG00000243989	Q03154
HGNC:24104	ACY3	aminoacylase 3	91703	ENSG00000132744	Q96HD9
HGNC:179	ACYP1	acylphosphatase 1	97	ENSG00000119640	P07311
HGNC:180	ACYP2	acylphosphatase 2	98	ENSG00000170634	P14621
HGNC:186	ADA	adenosine deaminase	100	ENSG00000196839	P00813
HGNC:1839	ADA2	adenosine deaminase 2	51816	ENSG00000093072	Q9NZK5
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	132612	ENSG00000164113	Q96M93
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	100422386	ENSG00000270367	
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	100422407	ENSG00000267511	
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	161931	ENSG00000140955	Q8NCV1
HGNC:58422	ADAD2-AS1	ADAD2 antisense RNA 1	654780	ENSG00000250685	
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759	ENSG00000229186	
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505	ENSG00000226469	
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	2515	ENSG00000104755	Q99965
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	1587	ENSG00000197475	
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	1596	ENSG00000260089	
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	255926	ENSG00000196115	Q6NVV9
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	8755	ENSG00000271968	
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	8756	ENSG00000069206	Q9H2U9
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	101929294	ENSG00000253535	
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2	101929315	ENSG00000253643	
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	101	ENSG00000151651	P78325
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	8754	ENSG00000168615	Q13443
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	102	ENSG00000137845	O14672
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	4185	ENSG00000073670	O75078
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	8038	ENSG00000148848	O43184
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	8751	ENSG00000143537	Q13444
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	6868	ENSG00000151694	P78536
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	8749	ENSG00000168619	Q9Y3Q7
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	8728	ENSG00000135074	Q9H013
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	8748	ENSG00000134007	O43506
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760	ENSG00000259158	
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	100533671	ENSG00000248574	
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	644325	ENSG00000249162	
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	8747	ENSG00000139985	Q9UKJ8
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	145241	ENSG00000235812	
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	53616	ENSG00000008277	Q9P0K1
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	8745	ENSG00000114948	O75077
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	646479	ENSG00000214607	
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	10863	ENSG00000042980	Q9UKQ2
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	11086	ENSG00000168594	Q9UKF5
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	11085	ENSG00000134249	Q9UKF2
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	203102	ENSG00000197140	Q8TC27
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	80332	ENSG00000149451	Q9BZ11
HGNC:16299	ADAMDEC1	ADAM like decysin 1	27299	ENSG00000134028	O15204
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	ENSG00000154734	Q9UHI8
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	ENSG00000087116	O95450
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	ENSG00000156140	O15072
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	ENSG00000158859	O75173
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	ENSG00000154736	Q9UNA0
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	ENSG00000049192	Q9UKP5
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	ENSG00000136378	Q9UKP4
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	390660	ENSG00000274376	
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	400406	ENSG00000261143	
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	642935	ENSG00000218052	
HGNC:56992	ADAMTS7P5	ADAMTS7 pseudogene 5	100422416	ENSG00000274717	
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	ENSG00000134917	Q9UP79
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	ENSG00000163638	Q9P2N4
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335	ENSG00000241158	
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098	ENSG00000241684	
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	ENSG00000142303	Q9H324
HGNC:58599	ADAMTS10-AS1	ADAMTS10 antisense RNA 1		ENSG00000267986	
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	ENSG00000151388	P58397
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	ENSG00000160323	Q76LX8
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	ENSG00000138316	Q8WXS8
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	ENSG00000166106	Q8TE58
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690	ENSG00000145536	Q8TE57
HGNC:58093	ADAMTS16-AS1	ADAMTS16 antisense RNA 1		ENSG00000250866	
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript	101929176	ENSG00000250579	
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	ENSG00000140470	Q8TE56
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	ENSG00000140873	Q8TE60
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	ENSG00000145808	Q8TE59
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	103689846	ENSG00000249421	
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070	ENSG00000173157	P59510
HGNC:14632	ADAMTSL1	ADAMTS like 1	92949	ENSG00000178031	Q8N6G6
HGNC:14631	ADAMTSL2	ADAMTS like 2	9719	ENSG00000197859	Q86TH1
HGNC:14633	ADAMTSL3	ADAMTS like 3	57188	ENSG00000156218	P82987
HGNC:19706	ADAMTSL4	ADAMTS like 4	54507	ENSG00000143382	Q6UY14
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	574406	ENSG00000203804	Q5T5F5
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	100289061	ENSG00000237781	
HGNC:27912	ADAMTSL5	ADAMTS like 5	339366	ENSG00000185761	Q6ZMM2
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	11033	ENSG00000105963	O75689
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	55803	ENSG00000184060	Q9NPF8
HGNC:225	ADAR	adenosine deaminase RNA specific	103	ENSG00000160710	P55265
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	104	ENSG00000197381	P78563
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	105	ENSG00000185736	Q9NS39
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	642394	ENSG00000205696	A8MUL3
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	23536	ENSG00000065457	Q9BUB4
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	134637	ENSG00000189007	Q7Z6V5
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	113179	ENSG00000213638	Q96EY9
HGNC:19038	ADCK1	aarF domain containing kinase 1	57143	ENSG00000063761	Q86TW2
HGNC:19039	ADCK2	aarF domain containing kinase 2	90956	ENSG00000133597	Q7Z695
HGNC:21738	ADCK5	aarF domain containing kinase 5	203054	ENSG00000173137	Q3MIX3
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	106		
HGNC:232	ADCY1	adenylate cyclase 1	107	ENSG00000164742	Q08828
HGNC:233	ADCY2	adenylate cyclase 2	108	ENSG00000078295	Q08462
HGNC:40064	ADCY2-AS1	ADCY2 antisense RNA 1		ENSG00000250761	
HGNC:234	ADCY3	adenylate cyclase 3	109	ENSG00000138031	O60266
HGNC:235	ADCY4	adenylate cyclase 4	196883	ENSG00000129467	Q8NFM4
HGNC:236	ADCY5	adenylate cyclase 5	111	ENSG00000173175	O95622
HGNC:237	ADCY6	adenylate cyclase 6	112	ENSG00000174233	O43306
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript	100506125	ENSG00000257660	
HGNC:238	ADCY7	adenylate cyclase 7	113	ENSG00000121281	P51828
HGNC:239	ADCY8	adenylate cyclase 8	114	ENSG00000155897	P40145
HGNC:240	ADCY9	adenylate cyclase 9	115	ENSG00000162104	O60503
HGNC:21285	ADCY10	adenylate cyclase 10	55811	ENSG00000143199	Q96PN6
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	221442	ENSG00000161912	
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	116	ENSG00000141433	P18509
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	117	ENSG00000078549	P41586
HGNC:243	ADD1	adducin 1	118	ENSG00000087274	P35611
HGNC:244	ADD2	adducin 2	119	ENSG00000075340	P35612
HGNC:40065	ADD2-AS1	ADD2 antisense RNA 1		ENSG00000235035	
HGNC:245	ADD3	adducin 3	120	ENSG00000148700	Q9UEY8
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	100505933	ENSG00000203876	
HGNC:21212	ADGB	androglobin	79747	ENSG00000118492	Q8N7X0
HGNC:55654	ADGB-DT	ADGB divergent transcript	101928661	ENSG00000237468	
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	84435	ENSG00000197177	Q86SQ6
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1	100128127	ENSG00000256925	
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	25960	ENSG00000020181	Q96PE1
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	166647	ENSG00000152990	Q8IWK6
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1	100996333	ENSG00000256616	
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	575	ENSG00000181790	O14514
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	576	ENSG00000121753	O60241
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	577	ENSG00000135298	O60242
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript	101928307	ENSG00000230910	
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	283383	ENSG00000111452	Q6QNK2
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	105755954	ENSG00000256151	
HGNC:58275	ADGRD1-AS2	ADGRD1 antisense RNA 2		ENSG00000256810	
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	347088	ENSG00000180264	Q7Z7M1
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	2015	ENSG00000174837	Q14246
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	30817	ENSG00000127507	Q9UHX3
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	84658	ENSG00000131355	Q9BY15
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342	ENSG00000268758	Q86SQ3
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	976	ENSG00000123146	P48960
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	266977	ENSG00000153292	Q5T601
HGNC:18991	ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene	222611	ENSG00000164393	Q8IZF7
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	165082	ENSG00000173567	Q8IZF5
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	221393	ENSG00000153294	Q8IZF3
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	221395	ENSG00000069122	Q8IZF2
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	101926962	ENSG00000225730	
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740	ENSG00000227582	
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	441416	ENSG00000204818	
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	9289	ENSG00000205336	Q9Y653
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	10149	ENSG00000173698	Q8IZP9
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	222487	ENSG00000182885	Q86Y34
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	139378	ENSG00000156920	Q8IZF6
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	221188	ENSG00000159618	Q8IZF4
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	57211	ENSG00000112414	Q86SQ4
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	84873	ENSG00000144820	Q96K78
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	22859	ENSG00000072071	O94910
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1	100507373	ENSG00000267169	
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	23266	ENSG00000117114	O95490
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	23284	ENSG00000150471	Q9HAR2
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1	101927186	ENSG00000248692	
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	64123	ENSG00000162618	Q9HBW9
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	84059	ENSG00000164199	Q8WXG9
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	ENSG00000187758	P07327
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	ENSG00000196616	P00325
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	ENSG00000248144	P00326
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	ENSG00000198099	P08319
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	ENSG00000197894	P11766
HGNC:22976	ADH5P2	ADH5 pseudogene 2	343296	ENSG00000232676	
HGNC:22991	ADH5P3	ADH5 pseudogene 3	100131810	ENSG00000223694	
HGNC:21377	ADH5P4	ADH5 pseudogene 4	642443	ENSG00000233859	
HGNC:54523	ADH5P5	ADH5 pseudogene 5	115945146	ENSG00000234865	
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	130	ENSG00000172955	P28332
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	ENSG00000196344	P40394
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	137872	ENSG00000147576	Q8IWW8
HGNC:30576	ADI1	acireductone dioxygenase 1	55256	ENSG00000182551	Q9BV57
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1	100130936	ENSG00000235102	
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2	100288971	ENSG00000250684	
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3	100288129	ENSG00000258369	
HGNC:28606	ADIG	adipogenin	149685	ENSG00000182035	Q0VDE8
HGNC:56273	ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	125906382	ENSG00000292223	
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092	Q15848
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	100874095	ENSG00000226482	
HGNC:24040	ADIPOR1	adiponectin receptor 1	51094	ENSG00000159346	Q96A54
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	645220	ENSG00000232497	
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	390503	ENSG00000258805	
HGNC:24041	ADIPOR2	adiponectin receptor 2	79602	ENSG00000006831	Q86V24
HGNC:24043	ADIRF	adipogenesis regulatory factor	10974	ENSG00000148671	Q15847
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	100133190	ENSG00000272734	
HGNC:15873	ADISSP	adipose secreted signaling protein	54976	ENSG00000101220	Q9GZN8
HGNC:58498	ADISSPP1	ADISSP pseudogene 1	390314	ENSG00000271547	
HGNC:58499	ADISSPP2	ADISSP pseudogene 2	647086	ENSG00000260082	
HGNC:257	ADK	adenosine kinase	132	ENSG00000156110	P55263
HGNC:58381	ADK-AS1	ADK antisense RNA 1	102723439	ENSG00000232342	
HGNC:259	ADM	adrenomedullin	133	ENSG00000148926	P35318
HGNC:55516	ADM-DT	ADM divergent transcript	105376544	ENSG00000254554	
HGNC:28898	ADM2	adrenomedullin 2	79924	ENSG00000128165	Q7Z4H4
HGNC:27293	ADM5	adrenomedullin 5 (putative)	199800	ENSG00000224420	C9JUS6
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	23394	ENSG00000101126	Q9H2P0
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	101927631	ENSG00000259456	
HGNC:23803	ADNP2	ADNP homeobox 2	22850	ENSG00000101544	Q6IQ32
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	84890	ENSG00000181915	Q96SZ5
HGNC:262	ADORA1	adenosine A1 receptor	134	ENSG00000163485	P30542
HGNC:40067	ADORA1-AS1	ADORA1 antisense RNA 1		ENSG00000224671	
HGNC:40066	ADORA1-AS2	ADORA1 antisense RNA 2		ENSG00000234775	
HGNC:263	ADORA2A	adenosine A2a receptor	135	ENSG00000128271	P29274
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	646023	ENSG00000178803	P86434
HGNC:264	ADORA2B	adenosine A2b receptor	136	ENSG00000170425	P29275
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	137	ENSG00000236136	
HGNC:268	ADORA3	adenosine A3 receptor	140	ENSG00000282608	P0DMS8
HGNC:25250	ADPGK	ADP dependent glucokinase	83440	ENSG00000159322	Q9BRR6
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	100287559	ENSG00000260898	
